Palabra,Donald Trump.csv,,James David Vance.csv,,Joe Biden.csv,,Kamala Harris.csv,,Tim Walz.csv,Sentimiento
lough,0,,0,,0,,1,,0,0
surgeon,0,,0,,0,,1,,0,0
disgracefulshes,0,,0,,0,,1,,0,0
brimstone,0,,0,,0,,1,,0,0
peopleplz,0,,0,,0,,1,,0,0
biggies,0,,0,,0,,1,,0,0
smallies,0,,0,,0,,1,,0,0
aselon,0,,0,,0,,1,,0,0
howto,0,,0,,0,,1,,0,0
gad,0,,0,,0,,1,,0,0
scumminess,0,,0,,0,,1,,0,0
batak,0,,0,,0,,1,,0,0
rolemodeling,0,,0,,0,,1,,0,0
everrenewing,0,,0,,0,,1,,0,0
personaliiesthey,0,,0,,0,,1,,0,0
bt,0,,0,,0,,1,,0,0
sadremember,0,,0,,0,,1,,0,0
pleasethe,0,,0,,0,,1,,0,0
lolpoor,0,,0,,0,,1,,0,0
obamajust,0,,0,,0,,1,,0,0
beyoncy,0,,0,,0,,1,,0,0
thoughtvfor,0,,0,,0,,1,,0,0
abhorant,0,,0,,0,,1,,0,0
relents,0,,0,,0,,1,,0,0
albania,0,,0,,0,,1,,0,0
realy,0,,0,,0,,1,,0,0
temperament,0,,0,,0,,1,,0,0
somany,0,,0,,0,,1,,0,0
freddy,0,,0,,0,,1,,0,0
jason,0,,0,,0,,1,,0,0
americantheyre,0,,0,,0,,1,,0,0
missionthe,0,,0,,0,,1,,0,0
missionvote,0,,0,,0,,1,,0,0
kampala,0,,0,,0,,1,,3,Neutral
bubbly,0,,0,,0,,1,,0,0
cociane,0,,0,,0,,1,,0,0
obmama,0,,0,,0,,1,,0,0
leadersorry,0,,0,,0,,1,,0,0
unbelieveble,0,,0,,0,,1,,0,0
saddened,0,,0,,0,,1,,0,0
benefitted,0,,0,,0,,1,,0,0
cleanest,0,,0,,0,,1,,0,0
ithis,0,,0,,0,,1,,0,0
countrythe,0,,0,,0,,1,,0,0
bossoh,0,,0,,0,,1,,0,0
yeahbruce,0,,0,,0,,1,,0,0
personthe,0,,0,,0,,1,,0,0
statesthe,0,,0,,0,,1,,0,0
unhappiness,0,,0,,0,,1,,0,0
someway,0,,0,,0,,1,,0,0
hugger,0,,0,,0,,1,,0,0
abercrombie,0,,0,,0,,1,,0,0
fitch,0,,0,,0,,1,,0,0
yummy,0,,0,,0,,1,,0,0
skillet,0,,0,,0,,1,,0,0
likethe,0,,0,,0,,1,,0,0
lauphing,0,,0,,0,,1,,0,0
anywaycant,0,,0,,0,,1,,0,0
risas,0,,0,,0,,1,,0,0
falsas,0,,0,,0,,1,,0,0
unbroken,0,,0,,0,,1,,0,0
idle,0,,0,,0,,1,,0,0
earthvp,0,,0,,0,,1,,0,0
womanfree,0,,0,,0,,1,,0,0
freind,0,,0,,0,,1,,0,0
axx,0,,0,,0,,1,,0,0
dayummmm,0,,0,,0,,1,,0,0
obamaoh,0,,0,,0,,1,,0,0
therebetween,0,,0,,0,,1,,0,0
apprenticetrump,0,,0,,0,,1,,0,0
obamago,0,,0,,0,,1,,0,0
radish,0,,0,,0,,1,,0,0
borrrrrnnnn,0,,0,,0,,1,,0,0
borrrrnn,0,,0,,0,,1,,0,0
usaaa,0,,0,,0,,1,,0,0
resinated,0,,0,,0,,1,,0,0
blessedall,0,,0,,0,,1,,0,0
ohand,0,,0,,0,,1,,0,0
laughsso,0,,0,,0,,1,,0,0
contagiousbeautiful,0,,0,,0,,1,,0,0
alllets,0,,0,,0,,1,,0,0
obamalove,0,,0,,0,,1,,0,0
bluesmall,0,,0,,0,,1,,0,0
omar,0,,0,,0,,1,,0,0
wso,0,,0,,0,,1,,0,0
roomyoure,0,,0,,0,,1,,0,0
folksy,0,,0,,0,,1,,1,Neutral
friendliness,0,,0,,0,,1,,0,0
respest,0,,0,,0,,1,,0,0
vitrol,0,,0,,0,,1,,0,0
animosity,0,,0,,0,,1,,0,0
demonization,0,,0,,0,,1,,1,Neutral
otherization,0,,0,,0,,1,,0,0
choas,0,,0,,0,,1,,0,0
trumplocks,0,,0,,0,,1,,0,0
lovehowbecause,0,,0,,0,,1,,0,0
onshe,0,,0,,0,,1,,0,0
onfake,0,,0,,0,,1,,0,0
everyonetrump,0,,0,,0,,1,,0,0
lovetrump,0,,0,,0,,1,,0,0
funnyand,0,,0,,0,,1,,0,0
votei,0,,0,,0,,1,,0,0
monmouth,0,,0,,0,,1,,0,0
cedar,0,,0,,0,,1,,0,0
ridge,0,,0,,0,,1,,1,Neutral
genially,0,,0,,0,,1,,0,0
enjoyable,0,,0,,0,,1,,0,0
tomahawk,0,,0,,0,,1,,0,0
albulms,0,,0,,0,,1,,0,0
normalcythis,0,,0,,0,,1,,0,0
hach,0,,0,,0,,1,,0,0
jayz,0,,0,,0,,1,,0,0
worldtrump,0,,0,,0,,1,,0,0
unti,0,,0,,0,,1,,0,0
humana,0,,0,,0,,1,,0,0
grandview,0,,0,,0,,1,,0,0
rehabilitation,0,,0,,0,,1,,0,0
outsourcing,0,,0,,0,,1,,0,0
hb,0,,0,,0,,1,,0,0
tripled,0,,0,,0,,1,,0,0
walts,0,,0,,0,,1,,1,Neutral
compassionatethe,0,,0,,0,,1,,0,0
atta,0,,0,,0,,1,,0,0
awlful,0,,0,,0,,1,,0,0
beingsrepent,0,,0,,0,,1,,0,0
rocklove,0,,0,,0,,1,,0,0
stevie,0,,0,,0,,1,,1,Neutral
understudy,0,,0,,0,,1,,0,0
ghana,0,,0,,0,,1,,0,0
appriciate,0,,0,,0,,1,,0,0
pl,0,,0,,0,,1,,0,0
aspire,0,,0,,0,,1,,1,Positiva
template,0,,0,,0,,1,,0,0
herthats,0,,0,,0,,1,,0,0
jarris,0,,0,,0,,1,,0,0
camellia,0,,0,,0,,1,,0,0
nex,0,,0,,0,,1,,0,0
hearse,0,,0,,0,,1,,0,0
attache,0,,0,,0,,1,,0,0
beckons,0,,0,,0,,1,,0,0
feedback,0,,0,,0,,1,,0,0
envision,0,,0,,0,,1,,1,Neutral
springstte,0,,0,,0,,1,,0,0
liarswe,0,,0,,0,,1,,0,0
canceledi,0,,0,,0,,1,,0,0
icke,0,,0,,0,,1,,0,0
immortalized,0,,0,,0,,1,,0,0
thepoor,0,,0,,0,,1,,0,0
minder,0,,0,,0,,1,,0,0
vintage,0,,0,,0,,1,,0,0
precidency,0,,0,,0,,1,,0,0
desperatenobody,0,,0,,0,,1,,0,0
annoyin,0,,0,,0,,1,,0,0
forgat,0,,0,,0,,1,,0,0
obamabruce,0,,0,,0,,1,,0,0
conversing,0,,0,,0,,1,,1,Neutral
godnesre,0,,0,,0,,1,,0,0
wowall,0,,0,,0,,1,,0,0
falks,0,,0,,0,,1,,0,0
honvp,0,,0,,0,,1,,0,0
participating,0,,0,,0,,1,,1,Neutral
terminator,0,,0,,0,,1,,0,0
misfit,0,,0,,0,,1,,0,0
helloo,0,,0,,0,,1,,0,0
hmf,0,,0,,0,,1,,0,0
lamehe,0,,0,,0,,1,,0,0
blackwhy,0,,0,,0,,1,,0,0
therecome,0,,0,,0,,1,,0,0
brucei,0,,0,,0,,1,,0,0
eithertrump,0,,0,,0,,1,,0,0
hadme,0,,0,,0,,1,,0,0
lends,0,,0,,0,,1,,0,0
roupa,0,,0,,0,,1,,0,0
seeger,0,,0,,0,,1,,0,0
philadelphia,0,,0,,0,,1,,2,Neutral
encompassing,0,,0,,0,,1,,0,0
bher,0,,0,,0,,1,,0,0
quessing,0,,0,,0,,1,,0,0
bitterness,0,,0,,0,,1,,0,0
marvelous,0,,0,,0,,1,,0,0
bornnnnin,0,,0,,0,,1,,0,0
brucecome,0,,0,,0,,1,,0,0
photocopied,0,,0,,0,,1,,0,0
pavarotti,0,,0,,0,,1,,0,0
kamarapeople,0,,0,,0,,1,,0,0
shemp,0,,0,,0,,1,,0,0
shrug,0,,0,,0,,1,,0,0
gwen,0,,0,,0,,1,,16,Neutral
walzthank,0,,0,,0,,1,,0,0
dooften,0,,0,,0,,1,,0,0
springsting,0,,0,,0,,1,,0,0
envisions,0,,0,,0,,1,,0,0
adherence,0,,0,,0,,1,,0,0
allwell,0,,0,,0,,1,,0,0
oooooooohhhhhhh,0,,0,,0,,1,,0,0
doctorate,0,,0,,0,,1,,0,0
verve,0,,0,,0,,1,,0,0
awesomeness,0,,0,,0,,1,,0,0
sect,0,,0,,0,,1,,0,0
wowwhat,0,,0,,0,,1,,0,0
greaith,0,,0,,0,,1,,0,0
normalcy,0,,0,,0,,1,,0,0
plottingno,0,,0,,0,,1,,0,0
suave,0,,0,,0,,1,,0,0
joyous,0,,0,,0,,1,,0,0
fur,0,,0,,0,,1,,0,0
boying,0,,0,,0,,1,,0,0
comentarios,0,,0,,0,,1,,0,0
aprende,0,,0,,0,,1,,0,0
vocabulario,0,,0,,0,,1,,0,0
sung,0,,0,,0,,1,,2,Neutral
laughterand,0,,0,,0,,1,,0,0
irritated,0,,0,,0,,1,,0,0
mamalla,0,,0,,0,,1,,0,0
shielded,0,,0,,0,,1,,0,0
excitedit,0,,0,,0,,1,,0,0
errday,0,,0,,0,,1,,0,0
brick,0,,0,,0,,1,,1,Neutral
strongedvote,0,,0,,0,,1,,0,0
happythen,0,,0,,0,,1,,0,0
jeanswaah,0,,0,,0,,1,,0,0
hevy,0,,0,,0,,1,,0,0
artilerygo,0,,0,,0,,1,,0,0
latinas,0,,0,,0,,1,,0,0
spingsteen,0,,0,,0,,1,,0,0
lure,0,,0,,0,,1,,1,Negativa
reunite,0,,0,,0,,1,,0,0
geneva,0,,0,,0,,1,,0,0
principality,0,,0,,0,,1,,0,0
pburgh,0,,0,,0,,1,,0,0
pennsyltucky,0,,0,,0,,1,,0,0
smilingsoooo,0,,0,,0,,1,,0,0
graph,0,,0,,0,,1,,0,0
briefly,0,,0,,0,,1,,0,0
stephanie,0,,0,,0,,1,,0,0
ruhle,0,,0,,0,,1,,0,0
dougieee,0,,0,,0,,1,,0,0
doggie,0,,0,,0,,1,,0,0
hmmmmmmm,0,,0,,0,,1,,0,0
clearwe,0,,0,,0,,1,,0,0
bozothose,0,,0,,0,,1,,0,0
oy,0,,0,,0,,1,,0,0
gooo,0,,0,,0,,1,,0,0
ase,0,,0,,0,,1,,0,0
versity,0,,0,,0,,1,,0,0
ulterior,0,,0,,0,,1,,0,0
winonly,0,,0,,0,,1,,0,0
presidentwalz,0,,0,,0,,1,,0,0
vpkamala,0,,0,,0,,1,,1,Neutral
consolation,0,,0,,0,,1,,0,0
bbbrrruuuccceee,0,,0,,0,,1,,0,0
bosschief,0,,0,,0,,1,,0,0
collaborating,0,,0,,0,,1,,0,0
bruceyour,0,,0,,0,,1,,0,0
camilas,0,,0,,0,,1,,0,0
beens,0,,0,,0,,1,,0,0
baio,0,,0,,0,,1,,0,0
lolololfeeling,0,,0,,0,,1,,0,0
republicansi,0,,0,,0,,1,,0,0
forst,0,,0,,0,,1,,0,0
springstein,0,,0,,0,,1,,1,Neutral
agoi,0,,0,,0,,1,,1,Neutral
casual,0,,0,,0,,1,,1,Neutral
hbcus,0,,0,,0,,1,,0,0
km,0,,0,,0,,1,,0,0
countryside,0,,0,,0,,1,,0,0
turbulent,0,,0,,0,,1,,0,0
quebec,0,,0,,0,,1,,0,0
exploded,0,,0,,0,,1,,0,0
tak,0,,0,,0,,1,,0,0
decree,0,,0,,0,,1,,0,0
seenheard,0,,0,,0,,1,,0,0
wellthat,0,,0,,0,,1,,0,0
río,0,,0,,0,,1,,0,0
educative,0,,0,,0,,1,,0,0
decendants,0,,0,,0,,1,,0,0
blackwash,0,,0,,0,,1,,0,0
indianchinesewhite,0,,0,,0,,1,,0,0
reporterjournalist,0,,0,,0,,1,,0,0
jamaicanindianamerican,0,,0,,0,,1,,0,0
selfmade,0,,0,,0,,1,,0,0
disputing,0,,0,,0,,1,,0,0
stann,0,,0,,0,,1,,0,0
mixture,0,,0,,0,,1,,0,0
maaaate,0,,0,,0,,1,,0,0
fullersfield,0,,0,,0,,1,,0,0
shaman,0,,0,,0,,1,,0,0
sup,0,,0,,0,,1,,0,0
bantu,0,,0,,0,,1,,0,0
kushiti,0,,0,,0,,1,,0,0
marsha,0,,0,,0,,1,,0,0
upperty,0,,0,,0,,1,,0,0
highminded,0,,0,,0,,1,,0,0
conveyed,0,,0,,0,,1,,0,0
revisit,0,,0,,0,,1,,0,0
xoxox,0,,0,,0,,1,,0,0
firstout,0,,0,,0,,1,,0,0
jamerican,0,,0,,0,,1,,0,0
bleaching,0,,0,,0,,1,,0,0
asain,0,,0,,0,,1,,0,0
chineseindian,0,,0,,0,,1,,0,0
aped,0,,0,,0,,1,,0,0
lols,0,,0,,0,,1,,0,0
freaker,0,,0,,0,,1,,0,0
aight,0,,0,,0,,1,,0,0
seanda,0,,0,,0,,1,,0,0
bcs,0,,0,,0,,1,,0,0
rihana,0,,0,,0,,1,,0,0
medicinal,0,,0,,0,,1,,0,0
mend,0,,0,,0,,1,,0,0
arth,0,,0,,0,,1,,0,0
anoint,0,,0,,0,,1,,0,0
runneth,0,,0,,0,,1,,0,0
madamn,0,,0,,0,,1,,0,0
familily,0,,0,,0,,1,,0,0
portlandwent,0,,0,,0,,1,,0,0
titchfield,0,,0,,0,,1,,0,0
ridiculousness,0,,0,,0,,1,,0,0
hinduirish,0,,0,,0,,1,,0,0
bigup,0,,0,,0,,1,,0,0
allthis,0,,0,,0,,1,,0,0
suntan,0,,0,,0,,1,,0,0
arebob,0,,0,,0,,1,,0,0
brownstown,0,,0,,0,,1,,0,0
finegan,0,,0,,0,,1,,0,0
joyandra,0,,0,,0,,1,,0,0
joya,0,,0,,0,,1,,0,0
distinction,0,,0,,0,,1,,0,0
ti,0,,0,,0,,1,,0,0
awesomehard,0,,0,,0,,1,,0,0
bookyou,0,,0,,0,,1,,0,0
gogirl,0,,0,,0,,1,,0,0
thisbut,0,,0,,0,,1,,0,0
malarchy,0,,0,,0,,1,,0,0
foundational,0,,0,,0,,1,,0,0
intuitive,0,,0,,0,,1,,0,0
marries,0,,0,,0,,1,,0,0
akways,0,,0,,0,,1,,0,0
oresdient,0,,0,,0,,1,,0,0
vites,0,,0,,0,,1,,0,0
balack,0,,0,,0,,1,,0,0
balck,0,,0,,0,,1,,0,0
nlood,0,,0,,0,,1,,0,0
kenuan,0,,0,,0,,1,,0,0
accorted,0,,0,,0,,1,,0,0
natiralized,0,,0,,0,,1,,0,0
decndeant,0,,0,,0,,1,,0,0
slavey,0,,0,,0,,1,,0,0
taditions,0,,0,,0,,1,,0,0
sephardi,0,,0,,0,,1,,0,0
poignantly,0,,0,,0,,1,,1,Neutral
unscored,0,,0,,0,,1,,0,0
infomative,0,,0,,0,,1,,0,0
expertly,0,,0,,0,,1,,0,0
narrated,0,,0,,0,,1,,0,0
wellproduced,0,,0,,0,,1,,0,0
elude,0,,0,,0,,1,,0,0
trumphating,0,,0,,0,,1,,0,0
whitewash,0,,0,,0,,1,,0,0
spence,0,,0,,0,,1,,0,0
malaysian,0,,0,,0,,1,,0,0
samoan,0,,0,,0,,1,,0,0
nonwhites,0,,0,,0,,1,,0,0
interchangeable,0,,0,,0,,1,,0,0
vlack,0,,0,,0,,1,,0,0
tribute,0,,0,,0,,1,,1,Neutral
postcard,0,,0,,0,,1,,0,0
workshop,0,,0,,0,,1,,0,0
sweeet,0,,0,,0,,1,,0,0
indo,0,,0,,0,,1,,0,0
thingsare,0,,0,,0,,1,,0,0
wrapped,0,,0,,0,,1,,1,Neutral
smal,0,,0,,0,,1,,0,0
parcel,0,,0,,0,,1,,0,0
cadance,0,,0,,0,,1,,0,0
hinduthe,0,,0,,0,,1,,0,0
hinduhe,0,,0,,0,,1,,0,0
watusiso,0,,0,,0,,1,,0,0
cuthite,0,,0,,0,,1,,0,0
mistaking,0,,0,,0,,1,,0,0
cushitesbut,0,,0,,0,,1,,0,0
cuthitesand,0,,0,,0,,1,,0,0
watusiis,0,,0,,0,,1,,0,0
negrou,0,,0,,0,,1,,0,0
tracing,0,,0,,0,,1,,0,0
yearsmy,0,,0,,0,,1,,0,0
jamaicai,0,,0,,0,,1,,0,0
veinsshe,0,,0,,0,,1,,0,0
raaaaaaaay,0,,0,,0,,1,,0,0
indentured,0,,0,,0,,1,,0,0
jaimaican,0,,0,,0,,1,,0,0
ocho,0,,0,,0,,1,,0,0
faithless,0,,0,,0,,1,,0,0
dugla,0,,0,,0,,1,,0,0
guyana,0,,0,,0,,1,,0,0
divinely,0,,0,,0,,1,,0,0
herto,0,,0,,0,,1,,0,0
changedfor,0,,0,,0,,1,,0,0
rastafari,0,,0,,0,,1,,0,0
oakland,0,,0,,0,,1,,0,0
blackmy,0,,0,,0,,1,,0,0
womanall,0,,0,,0,,1,,0,0
originate,0,,0,,0,,1,,0,0
unchristian,0,,0,,0,,1,,0,0
entiltmenthe,0,,0,,0,,1,,0,0
obamaall,0,,0,,0,,1,,0,0
dricted,0,,0,,0,,1,,0,0
womenhe,0,,0,,0,,1,,0,0
mysognistunfit,0,,0,,0,,1,,0,0
advantageous,0,,0,,0,,1,,0,0
intertwined,0,,0,,0,,1,,0,0
alma,0,,0,,0,,1,,0,0
mater,0,,0,,0,,1,,0,0
exuberance,0,,0,,0,,1,,0,0
drumps,0,,0,,0,,1,,0,0
jamsican,0,,0,,0,,1,,0,0
sensitivity,0,,0,,0,,1,,0,0
goodlooking,0,,0,,0,,1,,0,0
celtic,0,,0,,0,,1,,0,0
tgats,0,,0,,0,,1,,0,0
faukt,0,,0,,0,,1,,0,0
adujt,0,,0,,0,,1,,0,0
deshine,0,,0,,0,,1,,0,0
lite,0,,0,,0,,1,,0,0
shoukd,0,,0,,0,,1,,0,0
goad,0,,0,,0,,1,,0,0
upward,0,,0,,0,,1,,0,0
uf,0,,0,,0,,1,,0,0
sidealso,0,,0,,0,,1,,0,0
raysed,0,,0,,0,,1,,0,0
appropriated,0,,0,,0,,1,,0,0
desi,0,,0,,0,,1,,4,Neutral
endearing,0,,0,,0,,1,,0,0
reuniting,0,,0,,0,,1,,0,0
specie,0,,0,,0,,1,,0,0
oneness,0,,0,,0,,1,,0,0
mrsowens,0,,0,,0,,1,,0,0
conscienced,0,,0,,0,,1,,0,0
retreat,0,,0,,0,,1,,0,0
becarefull,0,,0,,0,,1,,0,0
americanand,0,,0,,0,,1,,0,0
motherthe,0,,0,,0,,1,,0,0
bloodline,0,,0,,0,,1,,0,0
sahara,0,,0,,0,,1,,0,0
feudalism,0,,0,,0,,1,,0,0
proff,0,,0,,0,,1,,0,0
genetically,0,,0,,0,,1,,0,0
wellwishers,0,,0,,0,,1,,0,0
implode,0,,0,,0,,1,,0,0
caribbeansthats,0,,0,,0,,1,,0,0
dullard,0,,0,,0,,1,,0,0
mixing,0,,0,,0,,1,,0,0
timewhat,0,,0,,0,,1,,0,0
kingston,0,,0,,0,,1,,0,0
namely,0,,0,,0,,1,,1,Neutral
hemisphere,0,,0,,0,,1,,0,0
immigrantsso,0,,0,,0,,1,,0,0
americanhe,0,,0,,0,,1,,0,0
classist,0,,0,,0,,1,,0,0
columbus,0,,0,,0,,1,,0,0
sideto,0,,0,,0,,1,,0,0
isjamaicans,0,,0,,0,,1,,0,0
housebap,0,,0,,0,,1,,0,0
bap,0,,0,,0,,1,,0,0
fouth,0,,0,,0,,1,,0,0
familythis,0,,0,,0,,1,,0,0
oroves,0,,0,,0,,1,,0,0
herbecause,0,,0,,0,,1,,0,0
bloodshedtrump,0,,0,,0,,1,,0,0
wayhis,0,,0,,0,,1,,0,0
destructionwake,0,,0,,0,,1,,0,0
conflating,0,,0,,0,,1,,0,0
reunification,0,,0,,0,,1,,0,0
formative,0,,0,,0,,1,,0,0
hesitated,0,,0,,0,,1,,0,0
complexity,0,,0,,0,,1,,0,0
subjected,0,,0,,0,,1,,1,Negativa
byproduct,0,,0,,0,,1,,0,0
antiblacknessso,0,,0,,0,,1,,0,0
hesitant,0,,0,,0,,1,,0,0
mutabaruka,0,,0,,0,,1,,0,0
afroamericans,0,,0,,0,,1,,0,0
unityblack,0,,0,,0,,1,,0,0
protectionthats,0,,0,,0,,1,,0,0
usse,0,,0,,0,,1,,0,0
paramount,0,,0,,0,,1,,0,0
commonwealth,0,,0,,0,,1,,0,0
inbetween,0,,0,,0,,1,,0,0
varies,0,,0,,0,,1,,0,0
raisedbig,0,,0,,0,,1,,0,0
elizebeth,0,,0,,0,,1,,0,0
consumes,0,,0,,0,,1,,0,0
vorlte,0,,0,,0,,1,,0,0
policeshe,0,,0,,0,,1,,0,0
polity,0,,0,,0,,1,,0,0
howtogoback,0,,0,,0,,1,,0,0
seamlessly,0,,0,,0,,1,,0,0
jamaicam,0,,0,,0,,1,,0,0
manyone,0,,0,,0,,1,,0,0
placea,0,,0,,0,,1,,0,0
coexistencewe,0,,0,,0,,1,,0,0
hildas,0,,0,,0,,1,,0,0
blut,0,,0,,0,,1,,0,0
claat,0,,0,,0,,1,,0,0
afta,0,,0,,0,,1,,0,0
gweh,0,,0,,0,,1,,0,0
gyal,0,,0,,0,,1,,0,0
wid,0,,0,,0,,1,,0,0
nonafrican,0,,0,,0,,1,,0,0
colonization,0,,0,,0,,1,,0,0
lingers,0,,0,,0,,1,,0,0
trinidadian,0,,0,,0,,1,,0,0
sisterwe,0,,0,,0,,1,,0,0
brownwhite,0,,0,,0,,1,,0,0
kaleidoscope,0,,0,,0,,1,,0,0
thingbig,0,,0,,0,,1,,0,0
superly,0,,0,,0,,1,,0,0
punked,0,,0,,0,,1,,0,0
beatiful,0,,0,,0,,1,,0,0
proficiently,0,,0,,0,,1,,0,0
youngladywell,0,,0,,0,,1,,0,0
doneyaaaaaaaaad,0,,0,,0,,1,,0,0
contemporary,0,,0,,0,,1,,0,0
nuthin,0,,0,,0,,1,,0,0
mp,0,,0,,0,,1,,0,0
enriches,0,,0,,0,,1,,0,0
whosr,0,,0,,0,,1,,0,0
fathee,0,,0,,0,,1,,0,0
vybz,0,,0,,0,,1,,0,0
suh,0,,0,,0,,1,,0,0
excel,0,,0,,0,,1,,1,Positiva
closeas,0,,0,,0,,1,,0,0
fearlessly,0,,0,,0,,1,,0,0
ooooooooooh,0,,0,,0,,1,,0,0
africanall,0,,0,,0,,1,,0,0
relentlessness,0,,0,,0,,1,,0,0
colorisim,0,,0,,0,,1,,0,0
mattersalvin,0,,0,,0,,1,,0,0
mckenzie,0,,0,,0,,1,,0,0
fundjonestownculture,0,,0,,0,,1,,0,0
interviewthe,0,,0,,0,,1,,0,0
morrowat,0,,0,,0,,1,,0,0
churchwith,0,,0,,0,,1,,0,0
dharris,0,,0,,0,,1,,0,0
youtell,0,,0,,0,,1,,0,0
beautifullooking,0,,0,,0,,1,,0,0
vastness,0,,0,,0,,1,,0,0
allin,0,,0,,0,,1,,0,0
reatives,0,,0,,0,,1,,0,0
africians,0,,0,,0,,1,,0,0
dougla,0,,0,,0,,1,,0,0
garment,0,,0,,0,,1,,0,0
ml,0,,0,,0,,1,,0,0
digress,0,,0,,0,,1,,0,0
jamrock,0,,0,,0,,1,,0,0
weh,0,,0,,0,,1,,0,0
mistaken,0,,0,,0,,1,,0,0
migrated,0,,0,,0,,1,,0,0
pointlessly,0,,0,,0,,1,,0,0
gaslightning,0,,0,,0,,1,,0,0
bile,0,,0,,0,,1,,1,Neutral
thoughtfulness,0,,0,,0,,1,,0,0
africanhalf,0,,0,,0,,1,,0,0
jamaicano,0,,0,,0,,1,,0,0
blendingmakes,0,,0,,0,,1,,0,0
dissent,0,,0,,0,,1,,0,0
thirteenth,0,,0,,0,,1,,0,0
negril,0,,0,,0,,1,,0,0
attraction,0,,0,,0,,1,,0,0
richly,0,,0,,0,,1,,0,0
immensely,0,,0,,0,,1,,0,0
identfy,0,,0,,0,,1,,0,0
stunned,0,,0,,0,,1,,1,Positiva
wird,0,,0,,0,,1,,0,0
scho,0,,0,,0,,1,,0,0
ìntelliganz,0,,0,,0,,1,,0,0
oneyour,0,,0,,0,,1,,0,0
spose,0,,0,,0,,1,,0,0
sumn,0,,0,,0,,1,,0,0
nun,0,,0,,0,,1,,0,0
havin,0,,0,,0,,1,,0,0
logically,0,,0,,0,,1,,0,0
frm,0,,0,,0,,1,,0,0
thoe,0,,0,,0,,1,,0,0
votewe,0,,0,,0,,1,,0,0
agai,0,,0,,0,,1,,0,0
hidehe,0,,0,,0,,1,,0,0
felonyenough,0,,0,,0,,1,,0,0
sharon,0,,0,,0,,1,,0,0
coondace,0,,0,,0,,1,,0,0
sayif,0,,0,,0,,1,,0,0
americanized,0,,0,,0,,1,,0,0
jamiacans,0,,0,,0,,1,,0,0
xaymaca,0,,0,,0,,1,,0,0
ripe,0,,0,,0,,1,,1,Neutral
revive,0,,0,,0,,1,,0,0
kamella,0,,0,,0,,1,,0,0
karren,0,,0,,0,,1,,0,0
whisked,0,,0,,0,,1,,0,0
nutten,0,,0,,0,,1,,0,0
humbling,0,,0,,0,,1,,0,0
cussed,0,,0,,0,,1,,0,0
trumpie,0,,0,,0,,1,,0,0
kamilas,0,,0,,0,,1,,0,0
racismonly,0,,0,,0,,1,,0,0
racismits,0,,0,,0,,1,,0,0
crayonsonlys,0,,0,,0,,1,,0,0
elongated,0,,0,,0,,1,,0,0
vapor,0,,0,,0,,1,,0,0
tittle,0,,0,,0,,1,,0,0
tablet,0,,0,,0,,1,,0,0
selah,0,,0,,0,,1,,0,0
denounced,0,,0,,0,,1,,1,Neutral
sttatement,0,,0,,0,,1,,0,0
newsall,0,,0,,0,,1,,0,0
cooly,0,,0,,0,,1,,0,0
segregate,0,,0,,0,,1,,0,0
overhauled,0,,0,,0,,1,,0,0
multitude,0,,0,,0,,1,,0,0
elamiteeast,0,,0,,0,,1,,0,0
craeted,0,,0,,0,,1,,0,0
jamaicanbiblical,0,,0,,0,,1,,0,0
benjamite,0,,0,,0,,1,,0,0
indianelamite,0,,0,,0,,1,,0,0
heathen,0,,0,,0,,1,,0,0
racistdont,0,,0,,0,,1,,0,0
jamacains,0,,0,,0,,1,,0,0
critisizing,0,,0,,0,,1,,0,0
terrorize,0,,0,,0,,1,,0,0
afrocentric,0,,0,,0,,1,,0,0
luminaires,0,,0,,0,,1,,0,0
liele,0,,0,,0,,1,,0,0
savanna,0,,0,,0,,1,,0,0
rarely,0,,0,,0,,1,,1,Neutral
sarah,0,,0,,0,,1,,2,Neutral
volunteered,0,,0,,0,,1,,0,0
indianjamaican,0,,0,,0,,1,,0,0
shaping,0,,0,,0,,1,,0,0
kumallame,0,,0,,0,,1,,0,0
thinkjamaicans,0,,0,,0,,1,,0,0
soulful,0,,0,,0,,1,,0,0
peoplewhen,0,,0,,0,,1,,0,0
bloodtapping,0,,0,,0,,1,,0,0
joyfulbrotherly,0,,0,,0,,1,,0,0
rastafaritype,0,,0,,0,,1,,0,0
greetingwith,0,,0,,0,,1,,0,0
handover,0,,0,,0,,1,,0,0
andon,0,,0,,0,,1,,0,0
presidentjamaica,0,,0,,0,,1,,0,0
superbowl,0,,0,,0,,1,,0,0
worthwhile,0,,0,,0,,1,,0,0
regarded,0,,0,,0,,1,,0,0
pigment,0,,0,,0,,1,,0,0
humanbeing,0,,0,,0,,1,,0,0
implied,0,,0,,0,,1,,0,0
hbcuall,0,,0,,0,,1,,0,0
mia,0,,0,,0,,1,,0,0
mischief,0,,0,,0,,1,,0,0
blacksouth,0,,0,,0,,1,,0,0
lolthey,0,,0,,0,,1,,0,0
electionvote,0,,0,,0,,1,,0,0
bumping,0,,0,,0,,1,,0,0
notation,0,,0,,0,,1,,0,0
fentynel,0,,0,,0,,1,,0,0
zamzam,0,,0,,0,,1,,0,0
alif,0,,0,,0,,1,,0,0
jamjam,0,,0,,0,,1,,0,0
jambi,0,,0,,0,,1,,0,0
sweated,0,,0,,0,,1,,0,0
impressherself,0,,0,,0,,1,,0,0
